"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"3376","80-13-028421","2013-04-23 01:36:00","2013-04-23 01:30:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 26TH ST / W CHESTNUT ST                                   ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"3377","80-13-026907","2013-04-14 14:07:00","2013-04-14 12:31:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","OTHER RESIDENCE (APARTMENT/CONDO)","3100 BLOCK BOHANNON AVE                                     ","HARASSMENT - PHYSICAL CONTACT - NO INJURY","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"3378","80-13-027505","2013-04-19 14:30:00","2013-04-19 11:30:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","CONVENIENCE STORE","3100 BLOCK ROCKFORD LN                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40216"
"3379","80-13-028784","2013-04-24 12:01:00","2013-04-19 17:10:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","3000 BLOCK LAKEHEATH DR                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40213"
"3380","80-13-028784","2013-04-24 12:01:00","2013-04-19 17:10:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","3000 BLOCK LAKEHEATH DR                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40213"
"3381","80-13-029059","2013-04-24 22:48:00","2013-04-24 21:31:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","436","HIGHWAY / ROAD / ALLEY","FORUM AVE / SOUTHERN PKY                                    ","TERRORISTIC THREATENING 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40214"
"3382","80-13-029836","2013-04-28 01:26:00","2013-04-28 01:26:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","FAIRGROUNDS / STADIUM / ARENA","400 BLOCK S 4TH ST                                          ","MENACING","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","ATTEMPTING OTHER ARREST","LOUISVILLE","40202"
"3383","80-13-031212","2013-05-03 08:00:00","2013-05-03 06:11:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","RESIDENCE / HOME","1000 BLOCK BAXTER AVE                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"3384","80-13-056485","2013-07-14 02:40:00","2013-07-14 02:30:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","BAR / NIGHT CLUB","400 BLOCK S 4TH ST                                          ","MENACING","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ALL OTHER","LOUISVILLE","40202"
"3385","80-13-057395","2013-08-01 18:41:00","2013-08-01 18:41:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","424","PARKING LOT / GARAGE","S 3RD ST / W WHITNEY AVE                                    ","DISARMING A PEACE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ALL OTHER","LOUISVILLE","40214"
"3386","80-13-055831","2013-07-26 23:59:00","2013-07-26 23:46:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","HIGHWAY / ROAD / ALLEY","BAXTER AVE / E MARKET ST                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"3387","80-13-059023","2013-07-17 15:52:00","2013-07-17 15:14:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 22ND ST / W CHESTNUT ST                                   ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40211"
"3388","80-13-059023","2013-07-17 15:52:00","2013-07-17 15:14:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 22ND ST / W CHESTNUT ST                                   ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40211"
"3389","80-13-059300","2013-08-07 16:19:00","2013-08-07 16:19:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","3600 BLOCK MANSLICK RD                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40215"
"3390","80-12-999663","2012-05-29 23:00:00","2012-05-29 23:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","400 BLOCK GERNERT CT                                        ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40217"
"3391","80-12-999664","2012-05-30 10:55:00","2012-05-30 10:55:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","5900 BLOCK GREENWOOD RD                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40258"
"3392","80-13-059980","2013-08-10 10:24:00","2013-08-10 10:24:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","HIGHWAY / ROAD / ALLEY","1100 BLOCK BARDSTOWN RD                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"3393","80-13-060332","2013-08-11 19:25:00","2013-08-11 19:11:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","HIGHWAY / ROAD / ALLEY","400 BLOCK E MARKET ST                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"3394","80-18-030486","2018-04-24 21:30:00","2018-04-24 21:30:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","S JACKSON ST / LAMPTON ST                                   ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40203"
"3395","80-18-030486","2018-04-24 21:30:00","2018-04-24 21:30:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","S JACKSON ST / LAMPTON ST                                   ","DISARMING A PEACE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40203"
"3396","80-18-028094","2018-04-16 20:36:00","2018-04-16 20:35:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","DEPARTMENT / DISCOUNT STORE","7100 BLOCK RAGGARD RD                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40216"
"3397","80-18-028094","2018-04-16 20:36:00","2018-04-16 20:35:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","DEPARTMENT / DISCOUNT STORE","7100 BLOCK RAGGARD RD                                       ","ASSAULT - 4TH DEGREE (MINOR INJURY)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40216"
"3398","80-13-054353","2013-07-22 11:13:00","2013-07-22 11:12:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","2800 BLOCK GREENWOOD AVE                                    ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ATTEMPTING OTHER ARREST","LOUISVILLE","40211"
"3399","80-13-019976","2013-03-22 10:55:00","2013-03-22 10:30:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","CONESTOGA AVE / CYPRESS ST                                  ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40210"
"3400","80-13-019976","2013-03-22 10:55:00","2013-03-22 10:30:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","CONESTOGA AVE / CYPRESS ST                                  ","ASSAULT - 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40210"
"3401","80-13-019976","2013-03-22 10:55:00","2013-03-22 10:30:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","234","HIGHWAY / ROAD / ALLEY","CONESTOGA AVE / CYPRESS ST                                  ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40210"
"3402","80-14-010311","2014-02-10 20:35:00","2014-02-10 20:27:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","RESIDENCE / HOME","4100 BLOCK S 2ND ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40214"
"3403","80-14-077799","2014-10-10 09:29:00","2014-10-10 09:29:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","412","RESIDENCE / HOME","400 BLOCK CAMP ST                                           ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"3404","80-18-062042","2018-08-12 10:40:00","2018-08-12 10:27:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","4800 BLOCK PEACHTREE AVE                                    ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"3405","80-18-006983","2018-01-26 14:17:00","2018-01-26 14:17:00","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","823","RESIDENCE / HOME","12400 BLOCK LA GRANGE RD                                    ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40245"
"3406","80-18-006983","2018-01-26 14:17:00","2018-01-26 14:17:00","ASSAULT","13A","PART I","COMPLETED","8TH DIVISION","823","HIGHWAY / ROAD / ALLEY","12400 BLOCK LA GRANGE RD                                    ","ASSAULT - 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40245"
"3407","80-18-006983","2018-01-26 14:17:00","2018-01-26 14:17:00","ASSAULT","13A","PART I","COMPLETED","8TH DIVISION","823","PARKING LOT / GARAGE","12400 BLOCK LA GRANGE RD                                    ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40245"
"3408","80-14-052117","2014-07-14 15:41:00","2014-07-14 15:41:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","112","OTHER / UNKNOWN","S 19TH ST / W MUHAMMAD ALI BLVD                             ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ROBBERY IN PROGRESS OR PURSUING ROBBERY SUSPECT","LOUISVILLE","40203"
"3409","80-11-041185","2011-05-30 06:00:00","2011-05-30 05:25:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","322","HIGHWAY / ROAD / ALLEY","W KENWOOD DR                                                ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40214"
"3410","80-12-093291","2012-11-24 18:47:00","2012-11-24 18:40:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","735","DEPARTMENT / DISCOUNT STORE","4800 BLOCK OUTER LOOP                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"3411","80-12-093291","2012-11-24 18:47:00","2012-11-24 18:40:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","735","DEPARTMENT / DISCOUNT STORE","4800 BLOCK OUTER LOOP                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"3412","80-13-014147","2013-02-26 19:30:00","2013-02-26 19:12:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","BAR / NIGHT CLUB","400 BLOCK S 4TH ST                                          ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ROBBERY IN PROGRESS OR PURSUING ROBBERY SUSPECT","LOUISVILLE","40202"
"3413","80-13-014147","2013-02-26 19:30:00","2013-02-26 19:12:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","400 BLOCK S 4TH ST                                          ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ROBBERY IN PROGRESS OR PURSUING ROBBERY SUSPECT","LOUISVILLE","40202"
"3414","80-14-052117","2014-07-14 15:41:00","2014-07-14 15:41:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 19TH ST / W MUHAMMAD ALI BLVD                             ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ROBBERY IN PROGRESS OR PURSUING ROBBERY SUSPECT","LOUISVILLE","40203"
"3415","80-13-055038","2013-07-24 15:15:00","2013-07-24 15:15:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","525","PARK / PLAYGROUND","3700 BLOCK RIVER RD                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40207"
"3416","80-13-068535","2013-09-02 02:10:00","2013-09-02 02:10:00","ASSAULT","13C","PART II","COMPLETED","8TH DIVISION","823","CHURCH / SYNAGOGUE / TEMPLE","N BECKLEY STATION RD / SHELBYVILLE RD                       ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40245"
"3417","80-13-068631","2013-09-06 22:15:00","2013-09-06 22:15:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","500 BLOCK E KENTUCKY ST                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"3418","80-13-068645","2013-09-09 15:30:00","2013-09-07 15:55:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","CENTRAL AVE / CRITTENDEN DR                                 ","WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ALL OTHER","LOUISVILLE","40209"
"3419","80-13-068901","2012-12-26 14:33:00","2012-12-26 14:33:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","300 BLOCK YORK ST                                           ","INTIMIDATING A PARTICIPANT IN LEGAL PROCESS","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"3420","80-13-064409","2013-08-25 20:45:00","2013-08-25 20:45:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","S 4TH ST / W BRANDEIS AVE                                   ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40208"
"3421","80-13-069810","2013-09-13 07:34:00","2013-09-13 07:34:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","PARKING LOT / GARAGE","100 BLOCK W RIVER RD                                        ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40202"
"3422","80-10-004095","2010-01-18 03:50:00","2010-01-18 03:50:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","735","RESIDENCE / HOME","5400 BLOCK OUTER LOOP                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40219"
"3423","80-10-002007","2010-01-10 03:58:00","2010-01-10 03:58:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","2800 BLOCK HALE AVE                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40211"
"3424","80-10-002007","2010-01-10 03:58:00","2010-01-10 03:58:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","2800 BLOCK HALE AVE                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40211"
"3425","80-10-004638","2010-01-18 18:00:00","2010-01-18 18:00:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","PARKING LOT / GARAGE","BARDSTOWN RD / BEECHWOOD AVE                                ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40204"
"3426","80-10-005410","2010-01-22 20:56:00","2010-01-22 20:56:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","2600 BLOCK VIRGINIA AVE                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40211"
"3427","80-10-008319","2010-02-03 18:51:00","2010-02-03 18:51:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","JAIL / PENITENTARY","500 BLOCK S JACKSON ST                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"3428","80-10-005882","2010-01-25 01:57:00","2010-01-25 01:57:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","I 264 RAMP / SOUTHERN PKY                                   ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40214"
"3429","80-10-013678","2010-02-26 01:05:00","2010-02-26 01:05:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","5600 BLOCK PRESTON HWY                                      ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40219"
"3430","80-10-015221","2010-03-03 12:33:00","2010-03-03 12:33:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","GOVERNMENT / PUBLIC BUILDING","300 BLOCK YORK ST                                           ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"3431","80-10-014425","2010-03-01 01:26:00","2010-03-01 01:26:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","135","OTHER / UNKNOWN","400 BLOCK E JEFFERSON ST                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40202"
"3432","80-10-014569","2010-03-01 15:03:00","2010-03-01 15:03:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","613","","4900 BLOCK EXETER AVE                                       ","ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"3433","80-10-017187","2010-03-06 04:10:00","2010-03-06 04:10:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","RESIDENCE / HOME","100 BLOCK W GARRETT ST                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40214"
"3434","80-10-017450","2010-03-11 00:21:00","2010-03-11 00:21:00","ASSAULT","13C","PART II","COMPLETED","8TH DIVISION","812","RESTAURANT","2900 BLOCK GOOSE CREEK RD                                   ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40241"
"3435","80-10-017617","2010-02-01 17:19:00","2010-02-01 17:19:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","S 25TH ST  / W MARKET ST                                    ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"3436","80-10-007079","2010-01-19 17:00:00","2010-01-19 17:00:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","234","OTHER / UNKNOWN","3400 BLOCK BOHNE AVE                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
